make,model,transmission,engine_size,fuel_type,city_mpg,highway_mpg,combined_mpg,year
VAUXHALL,"Vectra, ",A5,2959,Diesel,26.4,51.4,38.2,2005
VAUXHALL,"Vectra, ",A5,2959,Diesel,26.2,50.4,37.7,2005
VAUXHALL,"Vectra, ",A5,2959,Diesel,26.2,50.4,37.7,2005
VAUXHALL,"Vectra, ",A5,2959,Diesel,26.2,50.4,37.7,2005
VAUXHALL,"Vectra, ",A5,2959,Diesel,26.2,50.4,37.7,2005
VAUXHALL,"Vectra, ",A5,2959,Diesel,26.2,50.4,37.7,2005
VAUXHALL,"Vectra, ",A5,2959,Diesel,25.7,48.7,36.7,2005
VAUXHALL,"Vectra, ",A5,2959,Diesel,25.7,48.7,36.7,2005
VAUXHALL,"Vectra, ",M6,2959,Diesel,28.8,52.3,40.4,2005
VAUXHALL,"Vectra, ",M6,2959,Diesel,28.8,52.3,40.4,2005
VAUXHALL,"Vectra, ",M6,2959,Diesel,28.8,52.3,40.4,2005
VAUXHALL,"Vectra, ",M6,2959,Diesel,28.5,51.4,39.8,2005
VAUXHALL,"Vectra, ",M6,2959,Diesel,28.5,51.4,39.8,2005
VAUXHALL,"Vectra, ",M6,2959,Diesel,28.5,51.4,39.8,2005
VAUXHALL,"Vectra, ",M6,2959,Diesel,28.5,51.4,39.8,2005
VAUXHALL,"Vectra, ",M6,2959,Diesel,28.0,49.6,38.7,2005
VAUXHALL,"Zafira, ",M5,1995,Diesel,35.3,53.3,44.8,2005
VAUXHALL,"Zafira, ",M5,1995,Diesel,35.3,53.3,44.8,2005
VAUXHALL,"Zafira, ",M5,1995,Diesel,35.3,53.3,44.8,2005
VAUXHALL,"Zafira, ",M5,1995,Diesel,35.3,53.3,44.8,2005
VAUXHALL,"Zafira, ",M5,1995,Diesel,35.3,53.3,44.8,2005
VAUXHALL,"Zafira, ",M5,1995,Diesel,35.3,53.3,44.8,2005
VAUXHALL,"Zafira, ",M5,1995,Diesel,35.3,53.3,44.8,2005
VAUXHALL,"Zafira, ",M5,1995,Diesel,35.3,53.3,44.8,2005
VAUXHALL,"Zafira, ",M5,1995,Diesel,35.3,53.3,44.8,2005
VAUXHALL,"Zafira, ",A4,1995,Diesel,29.7,47.1,38.7,2005
VAUXHALL,"Zafira, ",A4,1995,Diesel,29.7,47.1,38.7,2005
VAUXHALL,"Zafira, ",A4,1995,Diesel,29.7,47.1,38.7,2005
VAUXHALL,"Zafira, ",A4,1995,Diesel,29.7,47.1,38.7,2005
VAUXHALL,"Zafira, ",A4,1995,Diesel,29.7,47.1,38.7,2005
VAUXHALL,"Combo, ",M5,1248,Diesel,43.4,65.6,55.3,2005
VAUXHALL,"Meriva, ",M5,1686,Diesel,40.9,62.7,52.3,2005
VAUXHALL,"Signum, ",M5,1995,Diesel,35.70000000000001,58.8,47.8,2005
VAUXHALL,"Signum, ",M5,1995,Diesel,35.3,57.6,47.0,2005
VAUXHALL,"Signum, ",M6,2959,Diesel,27.9,49.5,38.6,2005
VAUXHALL,"Signum, ",A5,2959,Diesel,25.6,48.7,36.6,2005
VAUXHALL,"Vectra, ",M5,1995,Diesel,37.1,62.7,50.4,2005
VAUXHALL,"Vectra, ",M5,1995,Diesel,37.1,62.7,50.4,2005
VAUXHALL,"Vectra, ",M5,1995,Diesel,35.3,57.6,47.0,2005
VAUXHALL,"Vectra, ",M5,1995,Diesel,35.70000000000001,58.8,47.8,2005
VAUXHALL,"Vectra, ",A5,2959,Diesel,26.1,50.4,37.6,2005
VAUXHALL,"Vectra, ",M6,2959,Diesel,28.8,52.3,40.3,2005
VAUXHALL,"Vectra, ",A5,2959,Diesel,26.1,50.4,37.6,2005
VAUXHALL,"Vectra, ",M6,2959,Diesel,28.5,51.3,39.7,2005
VAUXHALL,"Vectra, ",A5,2959,Diesel,25.6,48.7,36.6,2005
VAUXHALL,"Vectra, ",M6,2959,Diesel,27.9,49.5,38.6,2005
VAUXHALL,"Zafira, ",M5,1995,Diesel,35.3,53.2,44.8,2005
VAUXHALL,"Zafira, ",M5,1995,Diesel,35.3,53.2,44.8,2005
VAUXHALL,"Zafira, ",A4,1995,Diesel,29.7,47.0,38.6,2005
VAUXHALL,"Zafira, ",A4,1995,Diesel,29.7,47.0,38.6,2005
VOLKSWAGEN,Lupo,M5,1422,Diesel,49.6,78.5,64.2,2005
VOLKSWAGEN,Lupo,M5,1716,Diesel,47.9,78.5,64.2,2005
VOLKSWAGEN,Polo,M5,1422,Diesel,49.6,68.9,61.4,2005
VOLKSWAGEN,Polo,M5,1896,Diesel,43.5,68.9,56.5,2005
VOLKSWAGEN,Polo,M6,1896,Diesel,42.2,67.3,55.4,2005
VOLKSWAGEN,Bora,A5,1896,Diesel,32.1,53.3,42.8,2005
VOLKSWAGEN,Bora,M5,1896,Diesel,41.5,64.2,53.3,2005
VOLKSWAGEN,Bora,M6,1896,Diesel,39.2,61.4,51.4,2005
VOLKSWAGEN,Bora,A5,1896,Diesel,31.0,54.3,42.8,2005
VOLKSWAGEN,Beetle,M5,1896,Diesel,41.5,64.2,53.3,2005
VOLKSWAGEN,Passat Saloon,A4,1896,Diesel,29.4,52.3,40.9,2005
VOLKSWAGEN,Passat Saloon,M5,1896,Diesel,39.2,60.1,50.4,2005
VOLKSWAGEN,Passat Saloon,M5,1896,Diesel,36.2,60.1,48.7,2005
VOLKSWAGEN,Passat Saloon,M6,1896,Diesel,37.2,58.9,48.7,2005
VOLKSWAGEN,Passat Saloon,A5,1896,Diesel,28.0,50.4,39.2,2005
VOLKSWAGEN,Passat Saloon,QM6,1896,Diesel,33.2,53.3,43.5,2005
VOLKSWAGEN,Passat Estate,A4,1896,Diesel,29.1,51.4,40.4,2005
VOLKSWAGEN,Passat Estate,M5,1896,Diesel,38.7,58.9,49.6,2005
VOLKSWAGEN,Passat Estate,M5,1896,Diesel,36.2,58.9,47.9,2005
VOLKSWAGEN,Passat Estate,M6,1896,Diesel,36.7,56.5,47.1,2005
VOLKSWAGEN,Passat Estate,A5,1896,Diesel,27.7,48.7,38.7,2005
VOLKSWAGEN,Passat Estate,QM6,1896,Diesel,32.8,51.4,42.8,2005
VOLKSWAGEN,Sharan,M6,1896,Diesel,32.8,51.4,42.8,2005
VOLKSWAGEN,Sharan,A5,1896,Diesel,28.5,43.5,36.2,2005
VOLKSWAGEN,Sharan,QM6,1896,Diesel,29.1,43.5,36.7,2005
VOLKSWAGEN,Sharan,M6,1896,Diesel,34.0,51.4,43.5,2005
VOLKSWAGEN,Touareg,M6,2461,Diesel,21.4,36.2,28.8,2005
VOLKSWAGEN,Touareg,A6,2461,Diesel,20.8,34.9,28.0,2005
VOLKSWAGEN,Touareg,A6,4921,Diesel,16.5,28.8,23.0,2005
VOLKSWAGEN,Phaeton,QA6,4921,Diesel,17.1,33.2,24.8,2005
VOLKSWAGEN,Polo Dune,M5,1422,Diesel,45.6,65.7,56.5,2005
VOLKSWAGEN C.V.,"Caravelle (SE,Executive) ",M5,1896,Diesel,29.7,42.2,36.7,2005
VOLKSWAGEN C.V.,"Caravelle (SE,Executive) ",M6,2461,Diesel,25.2,40.4,33.2,2005
VOLKSWAGEN C.V.,"Caravelle (SE,Executive) ",A6,2461,Diesel,23.0,37.2,30.4,2005
VOLKSWAGEN C.V.,"Caravelle (SE,Executive) ",M6,2461,Diesel,25.7,41.5,34.0,2005
VOLKSWAGEN C.V.,"Caravelle (SE,Executive) ",A6,2461,Diesel,23.3,38.2,31.0,2005
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB Low Roof  ,M5,1896,Diesel,29.7,42.2,36.7,2005
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB Low Roof  ,M5,1896,Diesel,28.2,40.4,34.9,2005
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB Low Roof  ,M6,2461,Diesel,25.2,40.4,33.2,2005
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB Low Roof  ,A6,2461,Diesel,23.3,38.2,31.0,2005
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB Low Roof  ,M6,2461,Diesel,25.7,41.5,34.0,2005
VOLKSWAGEN C.V.,"Transporter Shuttle SWB & LWB (S, SE)",M5,1896,Diesel,29.7,42.2,36.7,2005
VOLKSWAGEN C.V.,"Transporter Shuttle SWB & LWB (S, SE)",M5,1896,Diesel,29.7,42.2,36.7,2005
VOLKSWAGEN C.V.,"Transporter Shuttle SWB & LWB (S, SE)",M6,2461,Diesel,25.2,41.5,33.2,2005
VOLKSWAGEN C.V.,"Transporter Shuttle SWB & LWB (S, SE)",A6,2461,Diesel,23.0,37.2,30.4,2005
VOLKSWAGEN C.V.,"Transporter Shuttle SWB & LWB (S, SE)",M6,2461,Diesel,25.7,41.5,34.0,2005
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB  Medium Roof ,M5,1896,Diesel,29.7,42.2,36.7,2005
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB  Medium Roof ,M5,1896,Diesel,28.2,40.4,34.9,2005
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB  Medium Roof ,M6,2461,Diesel,25.2,39.8,32.8,2005
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB  Medium Roof ,A6,2461,Diesel,23.0,36.7,30.1,2005
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB  Medium Roof ,M6,2461,Diesel,25.7,40.9,33.6,2005
VOLKSWAGEN C.V.,Transporter Window Van LWB Highroof ,M5,1896,Diesel,28.0,38.7,34.0,2005
VOLKSWAGEN C.V.,Transporter Window Van LWB Highroof ,M6,2461,Diesel,25.4,40.9,33.6,2005
VOLKSWAGEN C.V.,Transporter Window Van LWB Highroof ,M6,2461,Diesel,25.2,39.2,32.8,2005
VOLKSWAGEN C.V.,LT 28 Window Van SWB Low Roof,M5,2461,Diesel,22.8,34.9,29.7,2005
VOLKSWAGEN C.V.,LT 28 Window Van SWB Low Roof,M5,2461,Diesel,22.2,34.0,29.1,2005
VOLKSWAGEN C.V.,LT 28 Window Van SWB Low Roof,M5,2461,Diesel,25.4,36.2,31.4,2005
VOLKSWAGEN C.V.,LT 28 Window Van SWB Low Roof,M5,2461,Diesel,23.7,35.3,30.4,2005
VOLKSWAGEN C.V.,LT 28 Window Van SWB Low Roof,M5,2461,Diesel,22.4,34.4,29.1,2005
VOLKSWAGEN C.V.,LT 28 Window Van SWB Low Roof,M5,2461,Diesel,25.0,37.2,31.4,2005
VOLKSWAGEN C.V.,LT 28 Window Van SWB Low Roof,M5,2461,Diesel,23.3,36.2,30.4,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB Low Roof,M5,2461,Diesel,22.8,34.9,29.7,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB Low Roof,M5,2461,Diesel,23.3,35.3,30.1,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB Low Roof,M5,2461,Diesel,22.4,34.4,29.1,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB Low Roof,M5,2461,Diesel,23.0,36.2,30.1,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB Low Roof,M5,2461,Diesel,25.0,37.2,31.4,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB Low Roof,M5,2461,Diesel,22.1,35.3,29.1,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB Low Roof,M5,2799,Diesel,21.2,34.0,27.7,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB Low Roof,M5,2799,Diesel,24.8,36.2,31.0,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB + LWB High Roof,M5,2461,Diesel,22.8,34.9,29.7,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB + LWB High Roof,M5,2461,Diesel,23.3,35.3,30.1,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB + LWB High Roof,M5,2461,Diesel,22.4,34.4,29.1,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB + LWB High Roof,M5,2461,Diesel,22.1,35.3,29.1,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB + LWB High Roof,M5,2461,Diesel,23.0,36.2,30.1,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB + LWB High Roof,M5,2461,Diesel,25.0,37.2,31.4,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB + LWB High Roof,M5,2799,Diesel,24.6,35.8,30.7,2005
VOLKSWAGEN C.V.,LT 35 Window Van MWB + LWB High Roof,M5,2799,Diesel,21.1,33.6,27.4,2005
VOLVO,New S40 Model Year 05,M5,1560,Diesel,45.6,67.3,57.6,2005
VOLVO,New S40 Model Year 05,M6,1997,Diesel,37.2,62.8,50.4,2005
VOLVO,V50 Model Year 05,M6,1997,Diesel,37.2,61.4,49.6,2005
VOLVO,S60 Model Year 05,M5,2401,Diesel,32.8,57.6,44.8,2005
VOLVO,S60 Model Year 05,A5,2401,Diesel,26.6,49.6,37.7,2005
VOLVO,V70 Model Year 05,M5,2401,Diesel,32.5,54.3,43.5,2005
VOLVO,V70 Model Year 05,A5,2401,Diesel,25.9,45.6,35.8,2005
VOLVO,V70 Model Year 05,M6,2401,Diesel,30.1,47.1,38.7,2005
VOLVO,V70 Model Year 05,A5,2401,Diesel,25.4,41.5,33.6,2005
VOLVO,XC70 Model Year 05,M6,2401,Diesel,28.5,46.3,37.7,2005
VOLVO,XC70 Model Year 05,A5,2401,Diesel,25.2,42.2,33.6,2005
VOLVO,C70 Convertible Model Year 05,M5,2319,Petrol,20.6,36.7,28.5,2005
VOLVO,C70 Convertible Model Year 05,A5,2319,Petrol,17.7,35.3,25.9,2005
VOLVO,C70 Convertible Model Year 05,M5,2435,Petrol,20.6,36.7,28.5,2005
VOLVO,C70 Convertible Model Year 05,A5,2435,Petrol,17.7,35.3,25.9,2005
VOLVO,C70 Convertible Model Year 05,M5,1984,Petrol,20.9,38.2,29.1,2005
VOLVO,C70 Convertible Model Year 05,A5,1984,Petrol,18.1,36.7,26.6,2005
VOLVO,S80 Model Year 05,M5,2401,Diesel,31.4,55.4,43.5,2005
VOLVO,S80 Model Year 05,A5,2401,Diesel,26.2,47.1,36.7,2005
VOLVO,S80 Model Year 05,A5,2401,Diesel,26.2,47.1,36.7,2005
VOLVO,XC90 Model Year 05,M6,2401,Diesel,27.4,40.9,34.4,2005
VOLVO,XC90 Model Year 05,A5,2401,Diesel,23.9,38.2,31.4,2005
VOLVO,XC90 Model Year 05,A5,2401,Diesel,23.9,38.2,31.4,2005
ALFA ROMEO,Alfa 147,M5,1598,Petrol,25.2,44.1,34.4,2006
ALFA ROMEO,Alfa 147,M5,1970,Petrol,23.3,40.4,31.7,2006
ALFA ROMEO,Alfa 147,M5,1910,Diesel,36.2,60.1,48.7,2006
ALFA ROMEO,Alfa 147,M6,1910,Diesel,35.3,60.1,47.9,2006
ALFA ROMEO,Alfa GT,M5,1970,Petrol,23.2,42.2,32.5,2006
ALFA ROMEO,Alfa GT,M6,3179,Petrol,15.2,32.5,22.8,2006
ALFA ROMEO,Alfa GT,M6,1910,Diesel,33.2,57.6,45.6,2006
ALFA ROMEO,Alfa 159,M6,1859,Petrol,23.2,42.8,32.5,2006
ALFA ROMEO,Alfa 159,M6,2198,Petrol,21.7,38.7,30.1,2006
ALFA ROMEO,Alfa 159,M6,3195,Petrol,16.7,33.6,24.6,2006
ALFA ROMEO,Alfa 159,M6,1910,Diesel,34.9,58.9,47.1,2006
ALFA ROMEO,Alfa 159,M6,2387,Diesel,30.7,52.3,41.5,2006
ALFA ROMEO,Alfa 159 Sportwagon,M6,1859,Petrol,22.8,42.2,32.1,2006
ALFA ROMEO,Alfa 159 Sportwagon,M6,2198,Petrol,21.4,38.7,29.7,2006
ALFA ROMEO,Alfa 159 Sportwagon,M6,3195,Petrol,15.6,27.2,21.4,2006
ALFA ROMEO,Alfa 159 Sportwagon,M6,1910,Diesel,34.0,58.9,46.3,2006
ALFA ROMEO,Alfa 159 Sportwagon,M6,2387,Diesel,30.1,50.4,40.4,2006
ALFA ROMEO,Alfa Brera,M6,2198,Petrol,21.7,38.7,30.1,2006
ALFA ROMEO,Alfa Brera,M6,3195,Petrol,16.7,33.6,24.6,2006
ALFA ROMEO,Alfa Brera,M6,2387,Diesel,30.7,52.3,41.5,2006
ASTON MARTIN LAGONDA,DB9,A6,5935,Petrol,11.3,24.1,17.1,2006
ASTON MARTIN LAGONDA,DB9,M6,5935,Petrol,10.7,22.1,15.8,2006
ASTON MARTIN LAGONDA,Vanquish,M6,5935,Petrol,10.0,21.1,14.9,2006
ASTON MARTIN LAGONDA,V8 Vantage,M6,4282,Petrol,11.2,22.6,16.4,2006
AUDI,A2 Standard,M5,1390,Petrol,34.4,60.1,47.1,2006
AUDI,A2 Standard,M5,1422,Diesel,49.6,78.5,64.2,2006
AUDI,A2 Standard,M5,1422,Diesel,47.9,78.5,64.2,2006
AUDI,A2 Standard,M5,1589,Petrol,34.4,58.9,47.1,2006
AUDI,A2 SE,M5,1390,Petrol,34.4,60.1,47.1,2006
AUDI,A2 SE,M5,1422,Diesel,49.6,78.5,64.2,2006
AUDI,A2 SE,M5,1422,Diesel,47.9,78.5,64.2,2006
AUDI,A2 SE,M5,1589,Petrol,34.4,58.9,47.1,2006
AUDI,A2 Sport,M5,1390,Petrol,34.4,60.1,47.1,2006
AUDI,A2 Sport,M5,1422,Diesel,49.6,78.5,64.2,2006
AUDI,A2 Sport,M5,1422,Diesel,47.9,78.5,64.2,2006
AUDI,A2 Sport,M5,1589,Petrol,34.4,58.9,47.1,2006
AUDI,A3 S,M5,1595,Petrol,28.8,49.6,39.2,2006
AUDI,A3 S,A6,1595,Petrol,24.6,47.1,35.3,2006
AUDI,A3 S,M6,1598,Petrol,31.7,52.3,42.2,2006
AUDI,A3 S,M5,1896,Diesel,44.1,62.8,55.4,2006
AUDI,A3 S,M6,1968,Diesel,38.7,61.4,50.4,2006
AUDI,A3 S,D6,1968,Diesel,37.2,57.6,48.7,2006
AUDI,A3 S,M6,1984,Petrol,27.2,47.1,37.2,2006
AUDI,A3 S,A6,1984,Petrol,24.1,45.6,34.4,2006
AUDI,A3 S,M6,1984,Petrol,25.9,45.6,35.8,2006
AUDI,A3 SE ,M5,1595,Petrol,28.8,49.6,39.2,2006
AUDI,A3 SE ,A6,1595,Petrol,24.6,47.1,35.3,2006
AUDI,A3 SE ,M6,1598,Petrol,31.7,52.3,42.2,2006
AUDI,A3 SE ,M5,1896,Diesel,40.9,64.2,53.3,2006
AUDI,A3 SE ,M6,1968,Diesel,38.7,61.4,50.4,2006
AUDI,A3 SE ,D6,1968,Diesel,37.2,57.6,48.7,2006
AUDI,A3 SE ,M6,1984,Petrol,27.2,47.1,37.2,2006
AUDI,A3 SE ,A6,1984,Petrol,24.1,45.6,34.4,2006
AUDI,A3 Sport,M5,1595,Petrol,28.8,49.6,39.2,2006
AUDI,A3 Sport,A6,1595,Petrol,24.6,47.1,35.3,2006
AUDI,A3 Sport,M6,1598,Petrol,31.7,52.3,42.2,2006
AUDI,A3 Sport,M5,1896,Diesel,40.9,64.2,53.3,2006
AUDI,A3 Sport,M6,1968,Diesel,38.7,61.4,50.4,2006
AUDI,A3 Sport,D6,1968,Diesel,37.2,57.6,48.7,2006
AUDI,A3 Sport,QM6,1968,Diesel,36.2,56.5,47.1,2006
AUDI,A3 Sport,M6,1984,Petrol,27.2,47.1,37.2,2006
AUDI,A3 Sport,A6,1984,Petrol,24.1,45.6,34.4,2006
AUDI,A3 Sport,M6,1984,Petrol,25.9,45.6,35.8,2006
AUDI,A3 Sport,D6,1984,Petrol,26.4,46.3,36.2,2006
AUDI,A3 Sport,QM6,1984,Petrol,22.6,40.4,31.4,2006
AUDI,A3 Sport,QM6,3189,Petrol,19.0,34.0,26.4,2006
AUDI,A3 Sport,QD6,3189,Petrol,21.4,36.7,29.1,2006
AUDI,A3 S line,M6,1595,Petrol,31.7,52.3,42.2,2006
AUDI,A3 S line,M6,1968,Diesel,38.7,61.4,50.4,2006
AUDI,A3 S line,D6,1968,Diesel,37.2,57.6,48.7,2006
AUDI,A3 S line,QM6,1968,Diesel,36.2,56.5,47.1,2006
AUDI,A3 S line,M6,1984,Petrol,27.2,47.1,37.2,2006
AUDI,A3 S line,A6,1984,Petrol,24.1,45.6,34.4,2006
AUDI,A3 S line,M6,1984,Petrol,25.9,45.6,35.8,2006
AUDI,A3 S line,M6,1984,Petrol,25.9,45.6,35.8,2006
AUDI,A3 S line,D6,1984,Petrol,26.4,46.3,36.2,2006
AUDI,A3 S line,D6,1984,Petrol,26.4,46.3,36.2,2006
AUDI,A3 S line,QM6,1984,Petrol,22.6,40.4,31.4,2006
AUDI,A3 S line,QM6,1984,Petrol,22.6,40.4,31.4,2006
AUDI,A3 S line,QM6,3189,Petrol,19.0,34.0,26.4,2006
AUDI,A3 S line,QD6,3189,Petrol,21.4,36.7,29.1,2006
AUDI,A3 Sportback S,M5,1595,Petrol,28.8,49.6,39.2,2006
AUDI,A3 Sportback S,A6,1595,Petrol,24.6,47.1,35.3,2006
AUDI,A3 Sportback S,M5,1595,Petrol,28.8,47.9,38.7,2006
AUDI,A3 Sportback S,M6,1598,Petrol,31.4,51.4,41.5,2006
AUDI,A3 Sportback S,M5,1896,Diesel,44.1,62.8,55.4,2006
AUDI,A3 Sportback S,M6,1968,Diesel,38.2,58.9,49.6,2006
AUDI,A3 Sportback S,D6,1968,Diesel,36.7,56.5,47.9,2006
AUDI,A3 Sportback S,M6,1984,Petrol,27.2,47.1,37.2,2006
AUDI,A3 Sportback S,A6,1984,Petrol,24.1,45.6,34.4,2006
AUDI,A3 Sportback S,M6,1984,Petrol,25.9,45.6,35.8,2006
AUDI,A3 Sportback SE,M5,1595,Petrol,28.8,49.6,39.2,2006
AUDI,A3 Sportback SE,A6,1595,Petrol,24.6,47.1,35.3,2006
AUDI,A3 Sportback SE,M6,1598,Petrol,31.4,51.4,41.5,2006
AUDI,A3 Sportback SE,M5,1896,Diesel,40.9,64.2,53.3,2006
AUDI,A3 Sportback SE,M6,1968,Diesel,38.2,58.9,49.6,2006
AUDI,A3 Sportback SE,D6,1968,Diesel,36.7,56.5,47.9,2006
AUDI,A3 Sportback SE,M6,1984,Petrol,27.2,47.1,37.2,2006
AUDI,A3 Sportback SE,A6,1984,Petrol,24.1,45.6,34.4,2006
AUDI,A3 Sportback SE,QM6,3189,Petrol,18.8,33.6,26.2,2006
AUDI,A3 Sportback SE,QD6,3189,Petrol,21.4,36.7,29.1,2006
AUDI,A3 Sportback Sport,M5,1595,Petrol,28.8,49.6,39.2,2006
AUDI,A3 Sportback Sport,A6,1595,Petrol,24.6,47.1,35.3,2006
AUDI,A3 Sportback Sport,M6,1598,Petrol,31.4,51.4,41.5,2006
AUDI,A3 Sportback Sport,M5,1896,Diesel,40.9,64.2,53.3,2006
AUDI,A3 Sportback Sport,M6,1968,Diesel,38.2,58.9,49.6,2006
AUDI,A3 Sportback Sport,D6,1968,Diesel,36.7,56.5,47.9,2006
AUDI,A3 Sportback Sport,QM6,1968,Diesel,36.2,56.5,47.1,2006
AUDI,A3 Sportback Sport,M6,1984,Petrol,27.2,47.1,37.2,2006
AUDI,A3 Sportback Sport,A6,1984,Petrol,24.1,45.6,34.4,2006
AUDI,A3 Sportback Sport,M6,1984,Petrol,25.9,45.6,35.8,2006
AUDI,A3 Sportback Sport,D6,1984,Petrol,26.2,45.6,35.8,2006
AUDI,A3 Sportback Sport,QM6,1984,Petrol,22.6,40.4,31.4,2006
AUDI,A3 Sportback Sport,QM6,3189,Petrol,18.8,33.6,26.2,2006
AUDI,A3 Sportback Sport,QD6,3189,Petrol,21.4,36.7,29.1,2006
AUDI,A3 Sportback S line,M6,1598,Petrol,31.4,51.4,41.5,2006
AUDI,A3 Sportback S line,M6,1968,Diesel,38.2,58.9,49.6,2006
AUDI,A3 Sportback S line,D6,1968,Diesel,36.7,56.5,47.9,2006
AUDI,A3 Sportback S line,QM6,1968,Diesel,36.2,56.5,47.1,2006
AUDI,A3 Sportback S line,M6,1984,Petrol,27.2,47.1,37.2,2006
AUDI,A3 Sportback S line,A6,1984,Petrol,24.1,45.6,34.4,2006
AUDI,A3 Sportback S line,M6,1984,Petrol,25.9,45.6,35.8,2006
AUDI,A3 Sportback S line,M6,1984,Petrol,25.9,45.6,35.8,2006
AUDI,A3 Sportback S line,D6,1984,Petrol,26.2,45.6,35.8,2006
AUDI,A3 Sportback S line,D6,1984,Petrol,26.2,45.6,35.8,2006
AUDI,A3 Sportback S line,QM6,1984,Petrol,22.6,40.4,31.4,2006
AUDI,A3 Sportback S line,QM6,1984,Petrol,22.6,40.4,31.4,2006
AUDI,A3 Sportback S line,QM6,3189,Petrol,18.8,33.6,26.2,2006
AUDI,A3 Sportback S line,QD6,3189,Petrol,21.4,36.7,29.1,2006
AUDI,A4 Saloon SE,M5,1595,Petrol,25.7,45.6,35.8,2006
AUDI,A4 Saloon SE,M5,1781,Petrol,24.8,43.5,34.0,2006
AUDI,A4 Saloon SE,AV,1781,Petrol,24.6,42.8,33.6,2006
AUDI,A4 Saloon SE,QM6,1781,Petrol,21.9,39.2,30.4,2006
AUDI,A4 Saloon SE,M5,1896,Diesel,37.2,61.4,49.6,2006
AUDI,A4 Saloon SE,M5,1984,Petrol,24.4,46.3,34.4,2006
AUDI,A4 Saloon SE,AV,1984,Petrol,25.7,44.8,35.3,2006
AUDI,A4 Saloon SE,M6,1968,Diesel,35.3,60.1,47.9,2006
AUDI,A4 Saloon SE,AV,1968,Diesel,34.0,53.3,44.1,2006
AUDI,A4 Saloon SE,M6,1984,Petrol,25.0,46.3,35.3,2006
AUDI,A4 Saloon SE,AV,1984,Petrol,24.6,44.1,34.0,2006
AUDI,A4 Saloon SE,QM6,1984,Petrol,22.1,41.5,31.4,2006
AUDI,A4 Saloon SE,QA6,1984,Petrol,20.6,38.2,29.1,2006
AUDI,A4 Saloon SE,M6,2496,Diesel,29.1,52.3,40.9,2006
AUDI,A4 Saloon SE,AV,2496,Diesel,30.1,48.7,39.8,2006
AUDI,A4 Saloon SE,QM6,2967,Diesel,26.4,47.1,36.7,2006
AUDI,A4 Saloon SE,QA6,2967,Diesel,23.5,44.1,33.6,2006
AUDI,A4 Saloon SE,QM6,3123,Petrol,17.8,36.7,26.2,2006
AUDI,A4 Saloon SE,QA6,3123,Petrol,18.0,35.3,26.2,2006
AUDI,A4 Saloon SE,AV,3123,Petrol,20.3,40.4,29.4,2006
AUDI,A4 Saloon S line,M5,1595,Petrol,25.7,45.6,35.8,2006
AUDI,A4 Saloon S line,M5,1781,Petrol,24.8,43.5,34.0,2006
AUDI,A4 Saloon S line,AV,1781,Petrol,24.6,42.8,33.6,2006
AUDI,A4 Saloon S line,QM6,1781,Petrol,21.9,39.2,30.4,2006
AUDI,A4 Saloon S line,M5,1896,Diesel,37.2,61.4,49.6,2006
AUDI,A4 Saloon S line,M5,1984,Petrol,24.4,46.3,34.4,2006
AUDI,A4 Saloon S line,AV,1984,Petrol,25.7,44.8,35.3,2006
AUDI,A4 Saloon S line,M6,1968,Diesel,35.3,60.1,47.9,2006
AUDI,A4 Saloon S line,AV,1968,Diesel,34.0,53.3,44.1,2006
AUDI,A4 Saloon S line,M6,1984,Petrol,25.0,46.3,35.3,2006
AUDI,A4 Saloon S line,AV,1984,Petrol,24.6,44.1,34.0,2006
AUDI,A4 Saloon S line,QM6,1984,Petrol,22.1,41.5,31.4,2006
AUDI,A4 Saloon S line,QA6,1984,Petrol,20.6,38.2,29.1,2006
AUDI,A4 Saloon S line,M6,1984,Petrol,24.6,44.1,34.0,2006
AUDI,A4 Saloon S line,QM6,1984,Petrol,22.1,40.4,31.0,2006
AUDI,A4 Saloon S line,M6,2496,Diesel,29.1,52.3,40.9,2006
